Date,AAPL,AMD,BAC,BRCD,CHK,CMCSA,CSCO,F,FHN,GE,INTC,JPM,MSFT,MU,RAD,SIRI,T,TEVA,VALE,VZ,WFC,WFT
2007-02-01,10.851967,15.77,43.326523,8.113972,25.072578,11.631742,21.968843,6.532703,34.351624,24.560701,15.032221,39.347588,23.504005,12.85,6.23,3.595543,21.422766,28.003532,11.586149,20.896873,26.991660999999997,20.049999
2007-02-02,10.853251,15.69,43.244526,7.963365,24.928729999999998,11.672392,22.423262,6.485422,34.485729,24.587816,15.117667,39.132453999999996,23.219433,13.16,6.28,3.576108,21.632735999999998,27.916590000000003,11.55897,20.990364000000003,26.984133,20.24
2007-02-05,10.749516999999999,15.6,43.359303000000004,8.048081,25.064117,11.553144999999999,22.728954,6.564225,34.477844,24.655610999999997,15.23436,39.155506,22.77335,13.12,6.36,3.537237,21.445463,27.703171,11.55897,20.946365,26.856203000000004,20.405001000000002
2007-02-06,10.776408,15.32,43.629909999999995,7.897475,24.751038,11.504365,22.538923,6.729707,34.951107,24.614939,15.255832,39.186249,22.696442,13.02,6.3,3.576108,21.286564000000002,27.568811,11.769627,20.94087,27.014228999999997,20.370001000000002
2007-02-07,11.032534,15.5,43.752895,7.982189999999999,24.657948,11.531464999999999,23.208157999999997,6.745469,35.195633,24.472572,15.399014999999999,39.347588,22.588764,12.97,6.33,3.576108,21.08794,27.521393,11.524992,20.946365,26.99918,19.995001000000002
2007-02-08,11.036374,15.13,43.7201,7.972777000000001,24.903345,11.225222,23.249468,6.737588000000001,35.093102,24.228527,15.291626,39.132453999999996,22.504164000000003,12.9,6.31,3.6246959999999997,21.212792999999998,27.592525,11.453643,20.869389,26.758394,20.195
2007-02-09,10.663718,14.9,43.449509,7.784519,25.072578,11.062617,22.894194,6.879433000000001,34.746016999999995,24.086160999999997,15.055385000000001,38.740608,22.28882,12.56,6.15,3.5275199999999995,20.940397,27.663664,11.304143,20.731901,26.607886999999998,20.075001
2007-02-12,10.869898,14.69,43.490517,7.746865,24.64102,10.834971000000001,22.753742000000003,6.816391,34.509392,24.16074,14.890726999999998,38.755955,22.258053,12.27,6.1,3.469213,20.974447,27.948202000000002,11.205608999999999,20.66041,26.788494,19.805
2007-02-13,10.846849,14.6,44.056278000000006,7.8409949999999995,25.013346,11.1114,22.456310000000002,6.658786,34.64349,24.248863,14.940842000000002,39.147831,22.38925,12.21,6.12,3.469213,21.104969,29.204921999999996,11.88515,20.918875,26.991660999999997,20.200001
2007-02-14,10.923683,14.95,44.318661,8.113972,25.05566,11.208963,22.687647,6.706067999999999,34.698681,24.723406,15.134132000000001,39.508945000000004,22.690243,12.56,6.12,3.4886489999999997,21.104969,30.00321,12.156964,21.243327999999998,27.097012,20.129998999999998
2007-02-15,10.912156,14.83,44.154671,8.076323,24.818724,11.203543,22.77026,6.776991000000001,34.848564,24.499681,15.255832,39.347588,22.736547,12.51,6.17,3.4983660000000003,21.127670000000002,29.560591,12.272489,21.116844,27.097012,19.754998999999998
